ID	page	entry	dutch	english	indonesian	form	variant_ID	form_common_transcription	form_common_segments	form_ipa_segments	crossref_form	crossref_common_transcription	crossref_common_segments	crossref_ID	crossref_ipa_segments	comment
160	479	E	een hoofddeksel van rottan , vroeger door de mannen gedurende den rouwtijd gedragen	a headdress made of rattan , previously worn by men during the mourning period	hiasan kepala yang terbuat dari rotan, yang sebelumnya dikenakan oleh pria selama masa berkabung	èakakaie		Eakakai	E a k a k a i	ɛ a k a k a i						
161	479	E	menstrua	menstruation	menstruasi	èakano		Eakano	E a k a n o	ɛ a k a n o						
162	479	E	deur , ronde opening in het type Engganeesche woning (bijenkorfvorm) , welke nu niet meer wordt aangetroffen ; 	door , round opening in the Engganese house type (beehive shape) , which is no longer found ; 	pintu, bukaan bundar pada tipe rumah Enggano (bentuk sarang lebah), yang sudah tidak ditemukan lagi;	è(a)karoba	61	E(a)karoba	E ( a ) k a r o b a	ɛ ( a ) k a r o b a	aroekoe(w)a	aruku(w)a	a r u k u ( w ) a	69	a r u k u ( w ) a	sometimes it is è(a)kadoba
162	479	E	deur , ronde opening in het type Engganeesche woning (bijenkorfvorm) , welke nu niet meer wordt aangetroffen ; 	door , round opening in the Engganese house type (beehive shape) , which is no longer found ; 	pintu, bukaan bundar pada tipe rumah Enggano (bentuk sarang lebah), yang sudah tidak ditemukan lagi;	è(a)karoba	61	E(a)karoba	E ( a ) k a r o b a	ɛ ( a ) k a r o b a	aroekoe(w)a	aruku(w)a	a r u k u ( w ) a	70	a r u k u ( w ) a	sometimes it is è(a)kadoba
163	479	E	zekere zwaluwsoort	certain species of swallow	spesies burung walet tertentu	èakieakie		Eakiaki	E a k i a k i	ɛ a k i a k i						
164	479	E	kaak	jaw	rahang	èakieie		Eakii	E a k i i	ɛ a k i i						
165	479	E	zekere reigersoort.	certain heron species.	spesies bangau tertentu.	èakomaq		Eakoma'	E a k o m a '	ɛ a k o m a ʔ						
166	479	E	borst	chest	dada	èamaha		Eamaha	E a m a h a	ɛ a m a h a						
167	479	E	suikerriet	sugar cane	tebu	èamajoq		Eamayo'	E a m a y o '	ɛ a m a j o ʔ						
168	479	E	klapperen van de tanden	chattering of the teeth	gemeretak gigi	èamaniekie		Eamaniki	E a m a n i k i	ɛ a m a n i k i						
169	479	E	weerhaak aan de Engganeesche lans.	barb on the Engganese lance.	duri pada tombak Inggris.	èamè		EamE	E a m E	ɛ a m ɛ						
170	479	E	schouder	shoulder	bahu	èamieamie	79	Eamiami	E a m i a m i	ɛ a m i a m i						
171	479	E	die , dat	that , that	itu, itu	èana		Eana	E a n a	ɛ a n a						
172	479	E	bies	reedmace	reedmace	èanèka	80	EanEka	E a n E k a	ɛ a n ɛ k a						
173	480	E	droomen	dream	mimpi	èanèha	81	EanEha	E a n E h a	ɛ a n ɛ h a						
174	480	E	in stukken kappen	cut into pieces	potong-potong	èanokanie		Eanokani	E a n o k a n i	ɛ a n o k a n i						
175	480	E	waterslang	waterhose	selang air	èanonöoe		Eanonu̇u	E a n o n u̇ u	ɛ a n o n ɨ u						
176	480	E	hemel , uitspansel.	heaven , expanse.	surga, hamparan.	èaoedahohoe		Eaudahohu	E a u d a h o h u	ɛ a u d a h o h u						
177	480	E	gebit	teeth	gigi	èaoekaä		Eauka'a	E a u k a ' a	ɛ a u k a ʔ a						
178	480	E	overtreding , misdrijf	offence/violation , crime	pelanggaran / pelanggaran, kejahatan	èaohaq		Eaoha'	E a o h a '	ɛ a o h a ʔ						
179	480	E	met zijn velen wedijveren om iets meester te worden	competing with many to become a master of something	bersaing dengan banyak orang untuk menjadi ahli dalam suatu hal	èaokieie		Eaokii	E a o k i i	ɛ a o k i i						
180	480	E	niezen	sneeze	bersin	èapakoe		Eapaku	E a p a k u	ɛ a p a k u						
181	480	E	zeer veel , eene groote hoeveelheid	very much , a great deal	sangat banyak, banyak sekali	èapama	67	Eapama	E a p a m a	ɛ a p a m a						
182	480	E	dik , vet	thick , fat	tebal, gemuk	èapaq	68	Eapa'	E a p a '	ɛ a p a ʔ						
183	480	E	dij	thigh	paha	èapara	66	Eapara	E a p a r a	ɛ a p a r a						
184	480	E	hand	hand	tangan	èapo	69	Eapo	E a p o	ɛ a p o						
185	480	E	vezel , draad , spier	fiber , thread , muscle	serat, benang, otot	èapoe	70	Eapu	E a p u	ɛ a p u						
186	480	E	wortel	carrot or root	wortel atau akar	èapoe_èkoe(w)o	71	Eapu_Eku(w)o	E a p u _ E k u ( w ) o	ɛ a p u _ ɛ k u ( w ) o						
187	480	E	goedgeefsch , mild	benevolent , mild	baik hati, ringan	èapoeaka		Eapuaka	E a p u a k a	ɛ a p u a k a						
188	480	E	python	python	ular piton	èapoeq		Eapu'	E a p u '	ɛ a p u ʔ						
189	480	E	uitleggers van een vaartuig	a vessel's floats	pelampung kapal	èapoie		Eapoi	E a p o i	ɛ a p o i						
190	480	E	die , dat	that , that	itu, itu	èa(q)		Ea(')	E a ( ' )	ɛ a ( ʔ )						
191	480	E	kind , jong van dieren	child , young of animal	anak, anak hewan	èara		Eara	E a r a	ɛ a r a						
192	480	E	dochter	daughter	anak perempuan	èara:_èhöda		Eara:_Ehu̇da	E a r a : _ E h u̇ d a	ɛ a r a : _ ɛ h ɨ d a						
193	480	E	zoon	son	anak	èmanie	172	Emani	E m a n i	ɛ m a n i						
194	480	E	gebolsterde rijst	puffed rice	nasi kembung	(oe)èkieho		(u)Ekiho	( u ) E k i h o	( u ) ɛ k i ç o						
195	480	E	ei	egg	telur	(oe)kieadoboe	9	(u)kiadobu	( u ) k i a d o b u	( u ) k i a d o b u						
196	480	E	eetbaar uitspruitsel van het bamboeriet	edible sprout of the bamboo reed	tunas yang dapat dimakan dari buluh bambu	(oe)wabèha		(u)wabEha	( u ) w a b E h a	( u ) w a b ɛ h a						
197	480	E	kleine toon	small tone	nada kecil	(oe)äie		(u)'ai	( u ) ' a i	( u ) ʔ a i						
198	480	E	pink	little finger	jari kelingking	(oe)apo	27	(u)apo	( u ) a p o	( u ) a p o						
199	480	E	bevallen , jongen	give birth , whelp	melahirkan, membantu	baära	294	ba'ara	b a ' a r a	b a ʔ a r a						
200	480	E	erfstuk	heirloom	pusaka	èaraboeka		Earabuka	E a r a b u k a	ɛ a r a b u k a						
201	480	E	bloedzweer ; melaatschheid	blood ulcer ; leprosy	tukak darah; kusta	èaraqko(w)a	82	Eara'ko(w)a	E a r a ' k o ( w ) a	ɛ a r a ʔ k o ( w ) a						
202	480	E	zekere boomsoort met deugdzaam timmerhout	certain tree species with virtuous lumber	spesies pohon tertentu dengan kayu yang baik	èaroekèrè		EarukErE	E a r u k E r E	ɛ a r u k ɛ r ɛ						
203	480	E	tellen , rekenen	count , math	menghitung, matematika	èaroe(w)a		Earu(w)a	E a r u ( w ) a	ɛ a r u ( w ) a						
204	480	E	de vezelige bast van de kokosnoot	the fibrous bark of the coconut	kulit kelapa yang berserat	èaroja		Earoya	E a r o y a	ɛ a r o j a						
205	480	E	oksel	armpit	ketiak	èaropa	78	Earopa	E a r o p a	ɛ a r o p a						
206	480	E	kreng	bitch	jalang	èaroqä		Earo'a	E a r o ' a	ɛ a r o ʔ a						
207	480	E	spelen	play	bermain	èatjara	83	Eacara	E a c a r a	ɛ a t͡ʃ a r a						
208	480	E	rhizophore	rhizophore	rizofor	èawaq		Eawa'	E a w a '	ɛ a w a ʔ						
209	480	E	eene liaansoort	a liana species	spesies liana	èba		Eba	E b a	ɛ b a						
210	480	E	e. s. v. plant met eetbaren knol	a sort of plant with edible tuber	sejenis tanaman dengan umbi yang dapat dimakan	èbaba		Ebaba	E b a b a	ɛ b a b a						
211	480	E	de wilde groene duif	the wild green pigeon	merpati hijau liar	èbadjiedjo		Ebajijo	E b a j i j o	ɛ b a d͡ʒ i d͡ʒ o						
212	480	E	hart	heart	hati	èbaho		Ebaho	E b a h o	ɛ b a h o						
213	480	E	komen	come	datanglah	èbaie		Ebai	E b a i	ɛ b a i						
214	480	E	oog	eye	mata	èbaka		Ebaka	E b a k a	ɛ b a k a						
215	480	E	openingen tusschen de reven , welke een doorgang vormen voor de vaartuigen	openings between the reefs , which provide a passage for vessels	bukaan di antara terumbu karang, yang menyediakan jalan bagi kapal	èbaka:_(è)oewè	84	Ebaka:_(E)uwE	E b a k a : _ ( E ) u w E	ɛ b a k a : _ ( ɛ ) u w ɛ						
216	481	E	zon	sun	matahari	(oe)kahaoq		(u)kahao'	( u ) k a h a o '	( u ) k a h a o ʔ						
217	481	E	maagholte , maag	stomach cavity , stomach	rongga perut, perut	(oe)kiedjaie	391	(u)kijai	( u ) k i j a i	( u ) k i d͡ʒ a i						
218	481	E	tepel	nipple	puting susu	(oe)kokoq		(u)koko'	( u ) k o k o '	( u ) k o k o ʔ						
219	481	E	zwavelstok	sulphur stick	tongkat belerang	(oe)oemo		(u)umo	( u ) u m o	( u ) u m o						
220	481	E	zekere pisangsoort	certain species of pisang	spesies pisang tertentu	èbaoe		Ebau	E b a u	ɛ b a u						
221	481	E	rivier ; ook : de monding van eene rivier zoowel in zee als in eene andere rivier	river ; also : the mouth of a river both in the sea and in another river	sungai; juga: muara sungai baik di laut maupun di sungai lain	èbèlo(w)a		EbElo(w)a	E b E l o ( w ) a	ɛ b ɛ l o ( w ) a						
222	481	E	hond	dog	anjing	èbèo		EbEo	E b E o	ɛ b ɛ o						
223	481	E	wesp , bij	wasp , bee	tawon, lebah	èbiehoe		Ebihu	E b i h u	ɛ b i ç u						
224	481	E	kleine zwarte torretjes in hout en granen	small black beetles in wood and cereals	kumbang hitam kecil pada kayu dan sereal	èbie(j)oe		Ebi(y)u	E b i ( y ) u	ɛ b i ( j ) u						
225	481	E	water , regen	water , rain	air, hujan	èbo		Ebo	E b o	ɛ b o						
226	481	E	oplettend , voorzichtig	watchful , careful	waspada, hati-hati	èboeèparaqwo	85	EbuEpara'wo	E b u E p a r a ' w o	ɛ b u ɛ p a r a ʔ w o						
227	481	E	part. pud. masc.	part. pud. masc.	bagian. pud. masc.	èboe(w)è		Ebu(w)E	E b u ( w ) E	ɛ b u ( w ) ɛ						
228	481	E	pompoen , kalebas	pumpkin , gourd	labu, labu	èboqaboqa	86	Ebo'abo'a	E b o ' a b o ' a	ɛ b o ʔ a b o ʔ a						
229	481	E	rechts , rechter , de rechterzijde	on the right , right , the right side	di sebelah kanan, kanan, sisi kanan	èdaba	160	Edaba	E d a b a	ɛ d a b a						
230	481	E	ziek , ziekte , pijn	sick , disease , pain	sakit, penyakit, nyeri	èdaboeho	230	Edabuho	E d a b u h o	ɛ d a b u h o						
231	481	E	koorts	fever	demam	èdaboeho	231	Edabuho	E d a b u h o	ɛ d a b u h o						
232	481	E	koorts	fever	demam	èadoho		Eadoho	E a d o h o	ɛ a d o h o						
233	481	E	venerische ziekte	veneral disease	penyakit umum	èaroiepoko		Earoipoko	E a r o i p o k o	ɛ a r o i p o k o						
234	481	E	oogziekte	eye disease	penyakit mata	èbaka		Ebaka	E b a k a	ɛ b a k a						
235	481	E	buikloop	diarrhoea	diare	èie(j)oeh		Ei(y)uh	E i ( y ) u h	ɛ i ( j ) u h						
236	481	E	steenpuistgezwel	boils	bisul	èkarèpè(h)		EkarEpE(h)	E k a r E p E ( h )	ɛ k a r ɛ p ɛ ( h )						
237	481	E	buikziekte	abdominal disease	penyakit perut	èkiedjaie	144	Ekijai	E k i j a i	ɛ k i d͡ʒ a i						
238	481	E	hoofdpijn	headache	sakit kepala	èoedoe	193	Eudu	E u d u	ɛ u d u						
239	481	E	kiespijn	toothache	sakit gigi	èoekaq		Euka'	E u k a '	ɛ u k a ʔ						
240	481	E	beri-beri	beri-beri	beri-beri	èpaö		Epa'o	E p a ' o	ɛ p a ʔ o						
241	481	E	hoofdkussen	pillow	bantal	èdado	194	Edado	E d a d o	ɛ d a d o						
241	481	E	hoofdkussen	pillow	bantal	èdadoèoedoe	194	Edaduudu	E d a d u u d u	ɛ d a d u u d u						
242	481	E	leguaan	iguana	iguana	èdahajo	161	Edahayo	E d a h a y o	ɛ d a h a j o						
243	481	E	getrouwde vrouw	married woman	wanita yang sudah menikah	èdahèboeäo	163	EdahEbu'ao	E d a h E b u ' a o	ɛ d a h ɛ b u ʔ a o						
244	481	E	hevige storm	violent storm	badai kekerasan	èdakohaq		Edakoha'	E d a k o h a '	ɛ d a k o h a ʔ						
245	481	E	persoonlijke vijand	personal enemy	musuh pribadi	èdèabo	164	EdEabo	E d E a b o	ɛ d ɛ a b o						
246	481	E	bijten van slangen ; schaar van kreeften	snake bites ; lobster pincers	gigitan ular; penjepit lobster	èdiehao	89	Edihao	E d i h a o	ɛ d i ç a o						
247	481	E	oud kreupelbosch	old coppice	coppice tua	èdiehie(j)oq		Edihi(y)o'	E d i h i ( y ) o '	ɛ d i ç i ( j ) o ʔ						
248	481	E	aardbeving	earthquake	gempa bumi	èdieho	227	Ediho	E d i h o	ɛ d i ç o						
249	481	E	etter	pus	nanah	èdie(j)a	87	Edi(y)a	E d i ( y ) a	ɛ d i ( j ) a						
250	481	E	tong , speeksel	tongue , saliva	lidah, air liur	èdie(j)o	165	Edi(y)o	E d i ( y ) o	ɛ d i ( j ) o						
251	481	E	tong , speeksel	tongue , saliva	lidah, air liur	èdieie(j)o	166	Edii(y)o	E d i i ( y ) o	ɛ d i i ( j ) o						
252	481	E	beraadslaging	deliberation	musyawarah	èdie(j)oe(w)aka		Edi(y)u(w)aka	E d i ( y ) u ( w ) a k a	ɛ d i ( j ) u ( w ) a k a						
253	481	E	voornemen , plan , bedoeling	intention , plan , intention	niat , rencana , niat	èdie(j)oewaoekèdjajoe		Edi(y)uwaukEjayu	E d i ( y ) u w a u k E j a y u	ɛ d i ( j ) u w a u k ɛ d͡ʒ a j u						
254	481	E	geroost	toasted	panggang	èdiekieho		Edikiho	E d i k i h o	ɛ d i k i ç o						
255	481	E	lichtstraal	light beam	berkas cahaya	èdiekoeroe		Edikuru	E d i k u r u	ɛ d i k u r u						
256	481	E	dat is zijn werk , dat hebben wij aan hem te danken	this is his work , we owe it to him	ini adalah karyanya, kita berhutang budi padanya	èdieoboe		Ediobu	E d i o b u	ɛ d i o b u						
256	481	E	dat is zijn werk , dat hebben wij aan hem te danken	this is his work , we owe it to him	ini adalah karyanya, kita berhutang budi padanya	èdieoboedie(j)ĕ		Ediobudi(y)ė	E d i o b u d i ( y ) ė	ɛ d i o b u d i ( j ) ə						
257	481	E	goederen , rijkdom	goods , wealth	barang, kekayaan	èdoboe	167	Edobu	E d o b u	ɛ d o b u						
258	481	E	erfgoederen	heritage	warisan	èdoboe_kanapoe(w)a	168	Edobu_kanapu(w)a	E d o b u _ k a n a p u ( w ) a	ɛ d o b u _ k a n a p u ( w ) a						
259	481	E	stroom in eene rivier , bandjir	stream in a river , flooding	aliran di sungai, banjir	èdodie	90	Edodi	E d o d i	ɛ d o d i						
260	481	E	lucifer	match	cocok	èdoehoekie(j)aq	228	Eduhuki(y)a'	E d u h u k i ( y ) a '	ɛ d u h u k i ( j ) a ʔ						
261	481	E	droog van het jaargetijde	dry of the season	musim kemarau	èdohaie	183	Edohai	E d o h a i	ɛ d o h a i						
262	482	E	hooren , met de ooren vernemen , hooren kunnen	hear , perceive with ears , be able to hear	mendengar, merasakan dengan telinga, dapat mendengar	èdohoie	88	Edohoi	E d o h o i	ɛ d o h o i						
263	482	E	getuige , ooggetuige	witness , eyewitness	saksi, saksi mata	kiedohoie	342	kidohoi	k i d o h o i	k i d o h o i						
264	482	E	kleine glaskoralen van allerlei kleur	small glass corals of all kinds of color	karang kaca kecil dari semua jenis warna	èdolèdolè	170	EdolEdolE	E d o l E d o l E	ɛ d o l ɛ d o l ɛ						
265	482	E	vallei , landstreek	valley , tract	lembah, saluran	èdoöa		Edo'oa	E d o ' o a	ɛ d o ʔ o a						
266	482	E	zand , zandbank	sand , sandbank	pasir, gundukan pasir	èdoöraoe		Edo'orau	E d o ' o r a u	ɛ d o ʔ o r a u						
267	482	E	wat beneden is , benedendeel , onderlaag	what is below , lower part , underlayer	apa yang ada di bawah, bagian bawah, lapisan bawah	èdopo	280	Edopo	E d o p o	ɛ d o p o						
268	482	E	parasiet (plant)	parasite (plant)	parasit (tanaman)	èdopodopo	229	Edopodopo	E d o p o d o p o	ɛ d o p o d o p o						
269	482	E	met den stroom of den wind wegdrijven	drifting away with the stream or wind	hanyut terbawa arus atau angin	èdoro	171	Edoro	E d o r o	ɛ d o r o						
270	482	E	part. pud. fem.	part. pud. fem.	bagian. pud. fem.	èè		EE	E E	ɛ ɛ						
271	482	E	een cassavesoort	a cassava species	spesies singkong	èèbaè		EEbaE	E E b a E	ɛ ɛ b a ɛ						
272	482	E	stamper van steen	pestle of stone	alu dari batu	èèdako	93	EEdako	E E d a k o	ɛ ɛ d a k o	èpahjoe	Epahyu	E p a h y u	624	ɛ p a h j u	
273	482	E	zekere boomsoort , waarvan de bast , na geklopt te zijn , voor het vervaardigen van kleedingstukken wordt gebezigd	certain species of tree , the bark of which , after being beaten , is used for making garments	spesies pohon tertentu, yang kulit kayunya, setelah dipukul, digunakan untuk membuat pakaian	èèèno		EEEno	E E E n o	ɛ ɛ ɛ n o						
274	482	E	hoest , hoesten	cough , cough	batuk, batuk	èèhè		EEhE	E E h E	ɛ ɛ h ɛ						
275	482	E	hoe , wat	how , what	bagaimana, apa	èèho		EEho	E E h o	ɛ ɛ h o						
276	482	E	koud , koude	cold , cold	dingin, dingin	èèhöa		EEhu̇a	E E h u̇ a	ɛ ɛ h ɨ a						
277	482	E	koraalrif , koraalbank	coral reef , coral bank	terumbu karang, tepian karang	èè(j)aq		EE(y)a'	E E ( y ) a '	ɛ ɛ ( j ) a ʔ						
278	482	E	zijn gevoeg doen	do his bidding	melakukan perintahnya	èèkadjie(j)a		EEkaji(y)a	E E k a j i ( y ) a	ɛ ɛ k a d͡ʒ i ( j ) a						
279	482	E	urine , urineeren	urine , urinate	urin, buang air kecil	èèko		EEko	E E k o	ɛ ɛ k o						
280	482	E	weenen , tranen storten	weep , shed tears	menangis, meneteskan air mata	èèlo		EElo	E E l o	ɛ ɛ l o						
281	482	E	dakspar	rafter	kasau	èèmaha		EEmaha	E E m a h a	ɛ ɛ m a h a						
282	482	E	schubben van dieren en planten	scales of animals and plants	timbangan hewan dan tumbuhan	èèna		EEna	E E n a	ɛ ɛ n a						
283	482	E	dadap (boomsoort)	dadap (tree species)	dadap (spesies pohon)	èènèho		EEnEho	E E n E h o	ɛ ɛ n ɛ h o						
284	482	E	de taaie bladscheede van den betelnootpalm	the tough leaf sheath of the betel nut palm	selubung daun yang keras dari pohon pinang	èènono	95	EEnono	E E n o n o	ɛ ɛ n o n o						
284	482	E	de taaie bladscheede van den betelnootpalm	the tough leaf sheath of the betel nut palm	selubung daun yang keras dari pohon pinang	èènono:_oepo	95	EEnono:_upo	E E n o n o : _ u p o	ɛ ɛ n o n o : _ u p o						
285	482	E	de taaie bladscheede van den niboengpalm	the tough leaf sheath of the nibung palm	selubung daun yang keras dari palem nibung	oeèpo	430	uEpo	u E p o	u ɛ p o						
286	482	E	vel , dop , schil	skin , shell	kulit, cangkang	èèodie	96	EEodi	E E o d i	ɛ ɛ o d i						
287	482	E	schors	bark	kulit kayu	èèodieoekoewo	97	EEodiukuwo	E E o d i u k u w o	ɛ ɛ o d i u k u w o						
288	482	E	ergens wegleggen of weggelegd hebben om het te bewaren , bewaren , plaatsen , neerzetten	put away or have put away somewhere to keep it , keep , place , put down	menyingkirkan atau telah menyingkirkan suatu tempat untuk menyimpannya, menjaga, menempatkan, meletakkan	èèoq		EEo'	E E o '	ɛ ɛ o ʔ						
289	482	E	links , de linkerzijde	left , the left side	kiri, sisi kiri	èèpè		EEpE	E E p E	ɛ ɛ p ɛ						
290	482	E	niboeng , gekloofde niboenglat voor bevloering	nibung , cleft nibung slat for flooring	nibung, bilah nibung sumbing untuk lantai	èèpo	92	EEpo	E E p o	ɛ ɛ p o						
291	482	E	eene rustbank van hout	a resting bench of wood	bangku istirahat dari kayu	èhabarie(j)a	114	Ehabari(y)a	E h a b a r i ( y ) a	ɛ h a b a r i ( j ) a						
292	482	E	worm	worm	cacing	èhado(q)		Ehado(')	E h a d o ( ' )	ɛ h a d o ( ʔ )						
293	482	E	draai , kronkel	twist , turn	memutar, berbalik	èhahadiediekie		Ehahadidiki	E h a h a d i d i k i	ɛ h a h a d i d i k i						
294	482	E	omkappen van hoogstammig geboomte	felling of tall trees	penebangan pohon-pohon tinggi	èhaiepoe	117	Ehaipu	E h a i p u	ɛ h a i p u						
295	482	E	vlucht van vogels	flight of birds	penerbangan burung	èhamo		Ehamo	E h a m o	ɛ h a m o						
296	482	E	vliegen	fly	terbang	kiehahamo		kihahamo	k i h a h a m o	k i ç a h a m o						
297	482	E	ijlen , hardop droomen	delirious , dreaming out loud	mengigau, bermimpi dengan suara keras	èhamoa		Ehamoa	E h a m o a	ɛ h a m o a						
298	483	E	hals	neck	leher	èhanoe(w)a		Ehanu(w)a	E h a n u ( w ) a	ɛ h a n u ( w ) a						
299	483	E	stookplaats	fireplace	perapian	èhao	116	Ehao	E h a o	ɛ h a o						
